rowNum,month,weekOfMonth,dayOfWeek,make,accidentArea,dayOfWeekClaimed,monthClaimed,weekOfMonthClaimed,sex,maritalStatus,age,fault,policyType,vehicleCategory,vehiclePrice,policyNumber,repNumber,deductible,driverRating,daysPolicyAccident,daysPolicyClaim,pastNumberOfClaims,ageOfVehicle,ageOfPolicyHolder,policeReportFiled,witnessPresent,agentType,numberOfSuppliments,addressChangeClaim,numberOfCars,year,basePolicy,fraud
2125,Jul,4,Tuesday,Toyota,Urban,Thursday,Jul,4,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12918,16,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
2126,Aug,1,Saturday,Honda,Urban,Monday,Aug,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12919,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
2127,Nov,2,Friday,Honda,Urban,Wednesday,Nov,5,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12920,8,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2128,Nov,3,Wednesday,Mazda,Urban,Monday,Dec,1,Female,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12921,6,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
2129,Jun,2,Monday,Mazda,Urban,Thursday,Jun,3,Female,Married,51,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12922,1,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,yes
2130,Nov,3,Friday,Toyota,Urban,Monday,Nov,3,Female,Single,67,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12923,5,400,3,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,1 year,1 vehicle,1996,Liability,no
2131,Nov,3,Saturday,Accura,Urban,Tuesday,Dec,1,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12924,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2132,Nov,2,Friday,Accura,Urban,Monday,Nov,2,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,12925,2,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2133,Aug,2,Thursday,Toyota,Urban,Monday,Aug,5,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12926,4,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
2134,Aug,1,Sunday,Accura,Urban,Monday,Aug,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12927,6,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
2135,Jul,4,Sunday,Honda,Urban,Tuesday,Aug,1,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12928,2,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
2136,Jul,3,Sunday,Ford,Urban,Monday,Jul,3,Male,Single,22,Third Party,Sedan - Collision,Sedan,30000 to 39000,12929,5,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,no
2137,Jul,3,Monday,VW,Rural,Tuesday,Jul,3,Male,Married,48,Policy Holder,Sedan - Liability,Sport,more than 69000,12930,10,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
2138,Jun,2,Monday,Nisson,Urban,Monday,Jun,2,Male,Married,52,Third Party,Sedan - All Perils,Sedan,more than 69000,12931,7,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2139,Jun,5,Friday,Chevrolet,Urban,Wednesday,Jul,1,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12932,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
2140,Jun,5,Wednesday,Honda,Urban,Thursday,Jun,5,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12933,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
2141,Jun,1,Tuesday,Toyota,Rural,Thursday,Jun,2,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12934,1,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2142,Jun,2,Wednesday,Mazda,Urban,Friday,Jun,3,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,12935,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2143,Apr,2,Wednesday,Toyota,Urban,Tuesday,Apr,3,Male,Married,51,Third Party,Sedan - All Perils,Sedan,less than 20000,12936,7,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
2144,Apr,2,Monday,Pontiac,Urban,Tuesday,Apr,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12937,9,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,no
2145,Apr,1,Saturday,Chevrolet,Urban,Monday,Apr,1,Female,Single,21,Third Party,Sedan - All Perils,Sedan,20000 to 29000,12938,9,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2146,Jan,2,Tuesday,Mazda,Urban,Wednesday,Jan,3,Female,Single,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12939,1,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
2147,Dec,3,Friday,Honda,Rural,Thursday,Aug,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12940,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2148,Dec,3,Thursday,Honda,Urban,Thursday,Dec,3,Male,Married,31,Third Party,Sedan - Liability,Sport,20000 to 29000,12941,2,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
2149,Nov,2,Friday,Ford,Urban,Tuesday,Nov,3,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12942,14,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
2150,Nov,2,Friday,Pontiac,Urban,Thursday,Nov,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12943,12,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
2151,Oct,3,Friday,Honda,Urban,Monday,Dec,2,Female,Single,34,Third Party,Sedan - All Perils,Sedan,less than 20000,12944,14,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2152,Oct,1,Monday,Mazda,Urban,Wednesday,Oct,1,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,12945,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2153,Aug,4,Tuesday,Mazda,Rural,Thursday,Sep,1,Male,Married,31,Third Party,Sport - Collision,Sport,more than 69000,12946,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2154,Aug,2,Tuesday,Chevrolet,Urban,Tuesday,Aug,2,Male,Married,62,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12947,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
2155,Jul,3,Saturday,Pontiac,Urban,Tuesday,Jul,3,Male,Single,35,Third Party,Sedan - Collision,Sedan,30000 to 39000,12948,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
2156,Jul,1,Friday,Pontiac,Urban,Monday,Jul,2,Male,Married,44,Third Party,Sedan - All Perils,Sedan,less than 20000,12949,14,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2157,Jun,2,Friday,Mazda,Urban,Friday,Jun,2,Male,Married,73,Third Party,Sport - Collision,Sport,more than 69000,12950,14,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
2158,May,5,Monday,Mazda,Urban,Wednesday,Jun,3,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,12951,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2159,May,4,Saturday,Mazda,Urban,Tuesday,May,4,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12952,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2160,May,2,Friday,Toyota,Urban,Tuesday,May,3,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12953,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2161,Jun,2,Tuesday,Honda,Urban,Wednesday,Jun,3,Male,Married,45,Third Party,Sport - Collision,Sport,more than 69000,12954,8,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
2162,May,2,Monday,Chevrolet,Urban,Friday,May,3,Female,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12955,5,500,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Liability,no
2163,May,1,Monday,Honda,Urban,Tuesday,May,1,Female,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12956,10,400,1,more than 30,more than 30,1,2 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Liability,no
2164,Apr,3,Wednesday,Chevrolet,Urban,Thursday,Apr,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,more than 69000,12957,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1996,Liability,no
2165,Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,2,Female,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,12958,1,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,no
2166,Aug,5,Wednesday,Ford,Urban,Wednesday,Aug,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,40000 to 59000,12959,2,700,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
2167,Jan,3,Sunday,Ford,Urban,Thursday,Jan,3,Male,Married,56,Third Party,Sedan - Collision,Sedan,30000 to 39000,12960,3,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1996,Collision,no
2168,Dec,4,Tuesday,Toyota,Urban,Wednesday,Dec,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12961,6,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2169,Feb,2,Tuesday,Toyota,Urban,Wednesday,Feb,2,Female,Single,46,Third Party,Sedan - Collision,Sedan,20000 to 29000,12962,7,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
2170,Feb,1,Tuesday,Mazda,Urban,Tuesday,Feb,1,Male,Single,24,Third Party,Sport - Collision,Sport,more than 69000,12963,9,400,2,more than 30,more than 30,none,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
2171,Feb,2,Saturday,Toyota,Urban,Tuesday,Feb,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12964,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
2172,Aug,1,Monday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,74,Policy Holder,Utility - All Perils,Utility,40000 to 59000,12965,5,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
2173,Jul,2,Sunday,Pontiac,Urban,Thursday,Sep,2,Male,Married,36,Third Party,Sedan - Collision,Sedan,30000 to 39000,12966,16,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
2174,Sep,1,Thursday,Honda,Urban,Friday,Sep,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12967,4,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
2175,Sep,1,Thursday,Pontiac,Urban,Friday,Oct,2,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12968,16,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
2176,Nov,5,Monday,Toyota,Urban,Thursday,Dec,3,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12969,4,400,2,more than 30,more than 30,1,3 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
2177,Apr,5,Friday,Pontiac,Urban,Tuesday,May,1,Male,Single,52,Policy Holder,Utility - All Perils,Utility,more than 69000,12970,3,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2178,Apr,2,Friday,Nisson,Urban,Friday,May,3,Male,Married,50,Policy Holder,Utility - All Perils,Utility,more than 69000,12971,16,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2179,Aug,4,Friday,Dodge,Urban,Friday,Aug,4,Male,Married,52,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12972,12,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
2180,Aug,4,Sunday,Toyota,Urban,Tuesday,Aug,5,Male,Single,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12973,3,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
2181,Aug,4,Thursday,Mazda,Urban,Monday,Sep,1,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12974,12,400,1,none,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2182,Oct,2,Tuesday,Pontiac,Urban,Monday,Oct,3,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12975,5,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
2183,Dec,1,Tuesday,Chevrolet,Urban,Thursday,Dec,2,Female,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12976,4,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2184,Jun,3,Wednesday,Pontiac,Urban,Thursday,Jun,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,less than 20000,12977,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
2185,Dec,2,Thursday,Mazda,Urban,Tuesday,Dec,2,Male,Married,41,Third Party,Sedan - Collision,Sedan,30000 to 39000,12978,1,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
2186,Dec,2,Saturday,Chevrolet,Urban,Monday,Dec,2,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,12979,13,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,none,4 to 8 years,2 vehicles,1996,Collision,no
2187,Dec,2,Saturday,Toyota,Rural,Monday,Dec,3,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12980,4,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2188,Mar,3,Wednesday,Pontiac,Urban,Thursday,Mar,3,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12981,4,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
2189,Mar,2,Saturday,Honda,Urban,Monday,Mar,3,Male,Married,43,Third Party,Sedan - Liability,Sport,more than 69000,12982,7,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
2190,May,3,Thursday,Mazda,Urban,Friday,May,3,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12983,5,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
2191,May,3,Friday,Mazda,Urban,Wednesday,May,4,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12984,14,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
2192,May,1,Tuesday,Pontiac,Urban,Wednesday,May,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12985,14,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2193,Jun,5,Tuesday,Pontiac,Urban,Monday,Jul,1,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12986,7,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
2194,Jun,3,Sunday,Pontiac,Urban,Thursday,Jun,4,Male,Married,40,Third Party,Sedan - Collision,Sedan,less than 20000,12987,14,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
2195,Sep,1,Monday,Pontiac,Urban,Wednesday,Sep,2,Male,Married,37,Policy Holder,Utility - All Perils,Utility,40000 to 59000,12988,13,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2196,Oct,5,Monday,Toyota,Urban,Monday,Nov,3,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,12989,10,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2197,Oct,4,Thursday,Mazda,Urban,Thursday,Nov,1,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12990,6,700,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,no
2198,Dec,3,Tuesday,Toyota,Urban,Tuesday,Dec,3,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12991,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
2199,Apr,3,Wednesday,Pontiac,Urban,Wednesday,Apr,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12992,5,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
2200,Apr,4,Friday,Pontiac,Urban,Friday,Apr,4,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12993,7,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2201,Sep,2,Friday,Pontiac,Rural,Wednesday,Sep,2,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12994,3,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
2202,Feb,1,Wednesday,Honda,Rural,Thursday,Feb,1,Male,Married,67,Policy Holder,Sedan - All Perils,Sedan,less than 20000,12995,9,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
2203,Jun,3,Thursday,Mazda,Urban,Wednesday,Jun,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12996,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
2204,Sep,4,Thursday,Mazda,Urban,Wednesday,Dec,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12997,9,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
2205,Sep,4,Saturday,Mazda,Urban,Tuesday,Sep,4,Female,Married,45,Policy Holder,Sedan - Collision,Sedan,less than 20000,12998,8,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,no change,3 to 4,1996,Collision,no
2206,Jan,1,Tuesday,Mazda,Urban,Tuesday,Jan,1,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12999,3,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
2207,Jun,3,Friday,Honda,Urban,Friday,Jun,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13000,13,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,yes
2208,Mar,1,Friday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,39,Policy Holder,Utility - All Perils,Utility,more than 69000,13001,16,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
2209,Jul,4,Saturday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13002,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
2210,Dec,1,Saturday,Toyota,Urban,Monday,Dec,2,Female,Married,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,13003,13,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
2211,Dec,1,Saturday,Pontiac,Urban,Monday,Dec,1,Female,Married,54,Third Party,Sedan - Collision,Sedan,20000 to 29000,13004,4,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
2212,Feb,2,Thursday,Mazda,Urban,Tuesday,Feb,3,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13005,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
2213,Jul,2,Tuesday,Honda,Urban,Wednesday,Jul,2,Male,Married,50,Third Party,Sedan - Collision,Sedan,20000 to 29000,13006,6,500,1,more than 30,more than 30,none,6 years,41 to 50,No,No,External,3 to 5,2 to 3 years,1 vehicle,1996,Collision,no
2214,Sep,1,Monday,Pontiac,Urban,Monday,Sep,2,Male,Married,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13007,9,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2215,Dec,3,Saturday,Toyota,Urban,Tuesday,Dec,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13008,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
2216,Dec,2,Tuesday,Mazda,Urban,Tuesday,Dec,2,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13009,5,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
2217,Dec,2,Monday,Honda,Urban,Wednesday,Dec,2,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13010,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
2218,Dec,2,Tuesday,Mazda,Urban,Wednesday,Dec,2,Female,Married,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13011,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
2219,Dec,2,Tuesday,Pontiac,Urban,Wednesday,Dec,2,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13012,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
2220,Oct,5,Sunday,Ford,Urban,Monday,Nov,1,Male,Single,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,13013,11,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
2221,Sep,1,Friday,Honda,Urban,Monday,Sep,1,Male,Divorced,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13014,11,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1996,Collision,no
2222,Aug,5,Wednesday,Mazda,Urban,Friday,Sep,1,Male,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13015,13,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
2223,Apr,3,Tuesday,Honda,Rural,Wednesday,Apr,3,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,13016,7,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
2224,Apr,3,Monday,Mazda,Rural,Monday,Apr,3,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13017,10,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,no
2225,Nov,3,Friday,Pontiac,Urban,Wednesday,Nov,4,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13018,3,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2226,Nov,2,Saturday,Mazda,Urban,Tuesday,Nov,3,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13019,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
2227,Aug,2,Thursday,Mazda,Urban,Friday,Aug,2,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13020,1,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
2228,Aug,1,Thursday,Toyota,Urban,Thursday,Aug,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13021,15,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,no
